timestamp,open,high,low,close,volume
2026-06-15 16:30:00+00:00,67149.3,67234.4,67110.7,67129.1,439.2021
2026-06-15 16:45:00+00:00,67129.1,67179.4,67054.9,67122.2,359.4897
2026-06-15 17:00:00+00:00,67122.2,67122.2,66722.4,66869.7,1087.5653
2026-06-15 17:15:00+00:00,66869.7,66946.5,66736.3,66782.8,446.9171
2026-06-15 17:30:00+00:00,66782.8,66899.7,66635.1,66850.0,465.4262
2026-06-15 17:45:00+00:00,66850.0,66917.0,66800.1,66820.6,324.1693
2026-06-15 18:00:00+00:00,66820.6,66899.9,66678.5,66777.5,534.2656
2026-06-15 18:15:00+00:00,66777.5,66856.6,66765.0,66791.2,252.5955
2026-06-15 18:30:00+00:00,66791.2,66842.9,66709.9,66765.4,375.0227
2026-06-15 18:45:00+00:00,66765.4,66889.6,66720.0,66726.1,281.49
2026-06-15 19:00:00+00:00,66726.1,66856.0,66687.4,66822.0,253.9047
2026-06-15 19:15:00+00:00,66822.0,66851.5,66308.3,66495.0,1086.669
2026-06-15 19:30:00+00:00,66495.0,66691.6,66493.3,66690.3,347.3103
2026-06-15 19:45:00+00:00,66690.3,66718.3,66467.1,66579.1,522.6193
2026-06-15 20:00:00+00:00,66579.1,66605.1,66463.0,66530.5,360.9875
2026-06-15 20:15:00+00:00,66530.5,66569.8,66482.6,66544.0,214.8903
2026-06-15 20:30:00+00:00,66544.0,66658.1,66544.0,66551.9,204.8048
2026-06-15 20:45:00+00:00,66551.9,66551.9,66448.3,66489.6,201.5247
2026-06-15 21:00:00+00:00,66489.6,66499.4,66392.5,66490.0,238.806
2026-06-15 21:15:00+00:00,66490.0,66534.8,66358.5,66379.3,197.331
2026-06-15 21:30:00+00:00,66379.3,66444.0,66292.3,66402.4,301.0422
2026-06-15 21:45:00+00:00,66402.4,66416.7,66328.3,66337.0,173.7939
2026-06-15 22:00:00+00:00,66337.0,66446.1,66321.1,66326.1,350.1925
2026-06-15 22:15:00+00:00,66326.1,66382.6,66065.0,66131.0,619.8895
2026-06-15 22:30:00+00:00,66131.0,66345.9,66068.6,66263.6,555.0234
2026-06-15 22:45:00+00:00,66263.6,66301.1,66166.7,66169.9,607.1126
2026-06-15 23:00:00+00:00,66169.9,66257.9,66149.8,66235.9,237.7682
2026-06-15 23:15:00+00:00,66235.9,66267.6,66117.9,66199.3,312.4129
2026-06-15 23:30:00+00:00,66199.3,66246.2,66086.6,66243.7,253.7364
2026-06-15 23:45:00+00:00,66243.7,66332.8,66209.9,66285.9,222.4466
2026-06-16 00:00:00+00:00,66285.9,66371.3,66235.0,66350.8,223.9644
2026-06-16 00:15:00+00:00,66350.8,66383.3,66197.2,66210.8,206.5134
2026-06-16 00:30:00+00:00,66210.8,66426.9,66204.0,66374.7,283.8206
2026-06-16 00:45:00+00:00,66374.7,66399.8,66200.9,66216.7,241.182
2026-06-16 01:00:00+00:00,66216.7,66330.4,66206.6,66247.0,323.6421
2026-06-16 01:15:00+00:00,66247.0,66345.9,66220.0,66335.1,243.3324
2026-06-16 01:30:00+00:00,66335.1,66378.7,66313.0,66325.7,133.3434
2026-06-16 01:45:00+00:00,66325.7,66385.5,66284.8,66309.8,205.4097
2026-06-16 02:00:00+00:00,66309.8,66331.8,66016.9,66028.1,445.0322
2026-06-16 02:15:00+00:00,66028.1,66125.7,65721.1,65735.3,810.8609
2026-06-16 02:30:00+00:00,65735.3,65889.1,65720.2,65849.5,633.2437
2026-06-16 02:45:00+00:00,65849.5,65858.6,65655.0,65713.9,380.7934
2026-06-16 03:00:00+00:00,65713.9,65820.7,65651.7,65778.8,355.8391
2026-06-16 03:15:00+00:00,65778.8,65976.9,65608.3,65946.2,650.3967
2026-06-16 03:30:00+00:00,65946.2,66099.1,65939.9,66095.1,343.4547
2026-06-16 03:45:00+00:00,66095.1,66139.8,66052.7,66125.3,352.6364
2026-06-16 04:00:00+00:00,66125.3,66249.9,66098.9,66117.7,311.9944
2026-06-16 04:15:00+00:00,66117.7,66134.0,65943.7,65943.7,493.5715
2026-06-16 04:30:00+00:00,65943.7,65943.7,65768.6,65854.9,567.0619
2026-06-16 04:45:00+00:00,65854.9,65874.7,65779.9,65810.9,271.3938
2026-06-16 05:00:00+00:00,65810.9,66041.8,65810.9,65987.9,328.2201
2026-06-16 05:15:00+00:00,65987.9,66089.5,65930.5,66040.9,231.2347
2026-06-16 05:30:00+00:00,66040.9,66091.0,65974.3,66059.9,290.9951
2026-06-16 05:45:00+00:00,66059.9,66119.5,66021.6,66027.9,213.022
2026-06-16 06:00:00+00:00,66027.9,66166.7,66027.8,66153.2,293.7537
2026-06-16 06:15:00+00:00,66153.2,66324.6,66117.0,66306.3,339.6439
2026-06-16 06:30:00+00:00,66306.3,66542.4,66257.1,66361.1,763.3388
2026-06-16 06:45:00+00:00,66361.1,66505.6,66349.2,66406.2,293.4127
2026-06-16 07:00:00+00:00,66406.2,66496.8,66305.9,66306.0,349.436
2026-06-16 07:15:00+00:00,66306.0,66450.5,66278.4,66301.3,786.8383
2026-06-16 07:30:00+00:00,66301.3,66398.9,66279.9,66288.4,340.3619
2026-06-16 07:45:00+00:00,66288.4,66349.9,66272.0,66341.6,163.6342
2026-06-16 08:00:00+00:00,66341.6,66470.9,66307.8,66435.6,408.1448
